date,sensor_id,zone_id,ground_moisture,temperature,humidity,pH,nutrient_N,nutrient_P,nutrient_K
2024-04-01,S1_1,zone_1,10.0,23.98,62.57,6.06,41.54,16.4,193.19
2024-04-02,S1_1,zone_1,10.0,21.43,77.72,6.14,39.65,20.74,178.73
2024-04-03,S1_1,zone_1,10.0,20.97,51.8,6.19,39.81,24.37,202.57
2024-04-04,S1_1,zone_1,10.0,21.72,50.9,6.07,38.93,22.65,201.38
2024-04-05,S1_1,zone_1,10.0,22.42,45.81,6.27,38.34,22.11,192.01
2024-04-06,S1_1,zone_1,10.15,10.86,70.02,6.21,37.7,22.53,178.15
2024-04-07,S1_1,zone_1,10.0,24.82,59.45,5.96,38.46,22.04,166.33
2024-04-08,S1_1,zone_1,10.0,19.2,74.13,6.29,37.4,20.21,194.16
2024-04-09,S1_1,zone_1,10.0,19.67,59.82,6.29,38.19,19.89,171.73
2024-04-10,S1_1,zone_1,10.0,18.11,56.13,5.92,39.78,28.04,198.74
2024-04-11,S1_1,zone_1,10.0,12.93,55.79,6.04,42.08,27.17,180.05
2024-04-12,S1_1,zone_1,10.0,17.7,68.07,6.08,42.66,21.01,166.0
2024-04-13,S1_1,zone_1,10.0,20.34,69.71,6.21,41.42,20.18,206.85
2024-04-14,S1_1,zone_1,10.0,13.25,62.52,6.24,39.01,21.02,211.75
2024-04-15,S1_1,zone_1,10.0,23.08,57.5,5.86,40.56,17.56,177.16
2024-04-16,S1_1,zone_1,10.0,9.31,49.82,5.97,39.56,29.67,161.71
2024-04-17,S1_1,zone_1,10.0,17.24,65.91,5.87,38.28,18.75,200.13
2024-04-18,S1_1,zone_1,10.0,21.08,64.16,6.21,38.11,26.73,202.57
2024-04-19,S1_1,zone_1,10.0,25.26,67.36,5.97,38.21,19.36,194.82
2024-04-20,S1_1,zone_1,10.0,13.73,59.1,6.36,38.47,15.54,183.66
2024-04-21,S1_1,zone_1,10.0,17.27,55.63,6.23,38.81,24.22,218.58
2024-04-22,S1_1,zone_1,10.0,20.81,46.23,6.28,38.43,25.47,186.57
2024-04-23,S1_1,zone_1,10.0,16.12,56.69,6.07,35.58,21.37,183.84
2024-04-24,S1_1,zone_1,10.74,16.06,70.54,6.14,36.46,19.4,190.73
2024-04-25,S1_1,zone_1,10.0,12.04,71.99,6.27,34.28,28.58,174.88
2024-04-26,S1_1,zone_1,10.0,14.9,60.16,6.07,35.22,21.56,178.14
2024-04-27,S1_1,zone_1,10.0,22.82,68.0,5.92,35.48,16.41,203.49
2024-04-28,S1_1,zone_1,10.0,21.19,54.7,6.06,34.02,25.8,194.95
2024-04-29,S1_1,zone_1,10.0,21.78,58.83,6.25,33.79,29.69,172.12
2024-04-30,S1_1,zone_1,10.0,23.57,56.4,6.28,32.54,26.13,183.37
2024-05-01,S1_1,zone_1,10.0,18.69,55.26,6.07,34.88,21.12,176.57
2024-05-02,S1_1,zone_1,10.0,21.24,66.27,5.88,36.6,17.83,169.76
2024-05-03,S1_1,zone_1,10.0,22.86,60.83,6.05,35.93,20.07,182.64
2024-05-04,S1_1,zone_1,10.0,24.12,70.23,6.04,35.25,22.68,178.71
2024-05-05,S1_1,zone_1,10.0,13.54,64.34,6.05,35.87,19.53,216.46
2024-05-06,S1_1,zone_1,10.0,23.79,71.52,5.96,36.07,23.88,219.18
2024-05-07,S1_1,zone_1,10.0,23.62,70.6,6.26,37.65,16.17,169.43
2024-05-08,S1_1,zone_1,10.0,17.04,63.6,5.91,37.97,22.37,171.79
2024-05-09,S1_1,zone_1,10.0,19.12,55.1,6.34,39.82,24.51,173.42
2024-05-10,S1_1,zone_1,10.0,15.17,64.28,6.18,40.22,21.62,178.41
2024-05-11,S1_1,zone_1,10.0,13.17,44.95,6.07,39.55,24.61,177.93
2024-05-12,S1_1,zone_1,10.39,19.83,67.64,6.19,37.23,20.94,221.64
2024-05-13,S1_1,zone_1,10.0,19.9,77.17,6.08,38.1,21.0,179.29
2024-05-14,S1_1,zone_1,10.0,19.87,74.58,6.21,38.42,20.83,175.15
2024-05-15,S1_1,zone_1,10.11,17.92,66.84,6.21,37.75,24.82,170.99
2024-05-16,S1_1,zone_1,10.0,25.46,50.24,6.18,39.55,23.14,189.03
2024-05-17,S1_1,zone_1,10.0,22.53,75.97,6.12,38.3,19.89,190.25
2024-05-18,S1_1,zone_1,10.0,18.72,68.36,6.15,38.92,27.04,156.5
2024-05-19,S1_1,zone_1,10.05,18.07,54.89,6.18,38.95,26.87,192.91
2024-05-20,S1_1,zone_1,10.0,24.46,46.55,5.85,36.57,26.05,182.78
2024-05-21,S1_1,zone_1,10.0,21.03,67.79,6.18,35.24,17.64,198.54
2024-05-22,S1_1,zone_1,10.0,23.8,56.92,6.11,35.18,19.48,178.55
2024-05-23,S1_1,zone_1,10.0,21.78,70.26,6.0,45.87,20.22,196.73
2024-05-24,S1_1,zone_1,10.0,14.91,65.35,6.09,47.15,24.69,171.75
2024-05-25,S1_1,zone_1,10.0,18.79,66.87,5.94,46.49,23.14,179.42
2024-05-26,S1_1,zone_1,10.0,16.41,70.12,6.19,46.99,24.56,218.92
2024-05-27,S1_1,zone_1,10.0,19.15,58.76,6.0,47.64,21.19,210.22
2024-05-28,S1_1,zone_1,10.0,16.3,69.99,6.16,47.66,20.65,188.63
2024-05-29,S1_1,zone_1,10.0,15.07,65.51,6.05,46.5,28.45,183.1
2024-05-30,S1_1,zone_1,10.0,21.93,60.1,6.31,45.1,18.09,186.84
2024-05-31,S1_1,zone_1,10.0,24.06,50.89,5.86,45.11,24.33,196.53
2024-06-01,S1_1,zone_1,10.0,29.14,39.82,5.88,47.46,21.1,190.7
2024-06-02,S1_1,zone_1,10.0,23.78,44.79,5.88,47.39,24.33,196.97
2024-06-03,S1_1,zone_1,10.0,22.66,47.17,6.0,43.63,24.22,185.99
2024-06-04,S1_1,zone_1,10.0,26.49,46.27,5.98,41.04,21.96,217.62
2024-06-05,S1_1,zone_1,10.0,32.31,55.93,6.0,41.96,18.41,202.8
2024-06-06,S1_1,zone_1,10.0,23.54,54.22,6.16,40.72,26.74,184.13
2024-06-07,S1_1,zone_1,10.0,27.03,62.96,6.01,40.06,21.74,195.63
2024-06-08,S1_1,zone_1,10.0,32.74,46.66,6.25,39.69,21.48,195.17
2024-06-09,S1_1,zone_1,10.0,27.27,56.13,5.85,39.65,21.6,191.58
2024-06-10,S1_1,zone_1,10.0,24.99,60.65,5.85,38.57,22.63,172.83
2024-06-11,S1_1,zone_1,10.0,36.49,47.46,5.97,37.42,21.25,158.14
2024-06-12,S1_1,zone_1,10.0,25.47,44.73,5.8,36.42,17.89,192.05
2024-06-13,S1_1,zone_1,10.0,31.42,55.22,6.1,36.37,19.55,186.67
2024-06-14,S1_1,zone_1,10.0,30.18,52.21,6.03,37.17,24.25,198.91
2024-06-15,S1_1,zone_1,10.0,22.05,56.82,6.05,36.32,23.2,166.92
2024-06-16,S1_1,zone_1,10.0,26.88,57.43,5.78,35.62,24.54,210.5
2024-06-17,S1_1,zone_1,10.0,23.79,54.43,5.96,37.24,22.71,169.89
2024-06-18,S1_1,zone_1,10.0,26.76,60.45,5.56,37.22,25.91,191.07
2024-06-19,S1_1,zone_1,10.0,33.01,61.89,6.07,39.9,24.57,166.95
2024-06-20,S1_1,zone_1,10.0,21.72,54.53,6.11,41.26,17.85,180.56
2024-06-21,S1_1,zone_1,10.0,19.11,62.59,5.79,43.48,25.79,197.19
2024-06-22,S1_1,zone_1,10.0,35.37,42.1,5.79,43.86,22.57,184.13
2024-06-23,S1_1,zone_1,10.0,27.67,56.8,5.94,43.57,28.25,204.94
2024-06-24,S1_1,zone_1,10.0,34.03,51.94,6.33,45.26,17.3,181.55
2024-06-25,S1_1,zone_1,10.0,31.14,58.86,5.91,44.67,18.72,191.07
2024-06-26,S1_1,zone_1,10.0,26.67,54.15,6.17,44.75,27.93,207.76
2024-06-27,S1_1,zone_1,10.0,38.95,55.68,6.06,43.39,22.37,179.11
2024-06-28,S1_1,zone_1,10.0,39.33,62.19,6.01,42.96,27.49,215.6
2024-06-29,S1_1,zone_1,10.0,24.41,52.05,5.8,43.16,23.5,171.61
2024-06-30,S1_1,zone_1,10.0,21.39,35.83,6.18,44.34,18.88,214.53
2024-07-01,S1_1,zone_1,10.0,25.93,48.14,5.94,41.89,23.21,190.25
2024-07-02,S1_1,zone_1,10.0,24.92,42.35,6.12,41.5,24.88,188.24
2024-07-03,S1_1,zone_1,10.0,35.61,52.19,5.8,40.42,20.56,178.19
2024-07-04,S1_1,zone_1,10.0,27.09,50.22,5.85,40.31,24.06,186.7
2024-07-05,S1_1,zone_1,10.0,30.23,44.27,6.02,41.55,23.87,205.65
2024-07-06,S1_1,zone_1,10.0,24.99,65.84,5.77,39.79,18.44,181.18
2024-07-07,S1_1,zone_1,10.0,33.8,60.76,5.88,40.07,25.68,183.7
2024-07-08,S1_1,zone_1,10.0,34.6,55.28,6.07,40.46,24.41,190.79
2024-07-09,S1_1,zone_1,10.0,33.25,65.32,6.03,39.84,28.14,174.03
2024-07-10,S1_1,zone_1,10.0,31.82,51.27,5.91,40.6,22.49,208.52
2024-07-11,S1_1,zone_1,10.0,29.8,46.21,5.91,40.73,21.22,165.16
2024-07-12,S1_1,zone_1,10.0,24.65,47.47,6.08,41.82,21.08,155.05
2024-07-13,S1_1,zone_1,10.0,23.51,45.59,6.35,40.09,16.21,137.43
2024-07-14,S1_1,zone_1,10.0,26.01,61.01,5.62,38.95,25.21,148.92
2024-07-15,S1_1,zone_1,10.0,25.09,74.34,5.91,36.67,18.23,182.73
2024-07-16,S1_1,zone_1,10.0,23.9,59.44,6.09,37.79,23.23,187.86
2024-07-17,S1_1,zone_1,10.0,29.24,59.98,6.08,39.09,21.05,190.65
2024-07-18,S1_1,zone_1,10.0,34.2,45.9,6.04,41.46,24.28,193.25
2024-07-19,S1_1,zone_1,10.69,24.37,48.21,6.02,40.3,20.2,160.08
2024-07-20,S1_1,zone_1,10.0,34.57,55.39,5.69,39.74,24.58,164.27
2024-07-21,S1_1,zone_1,10.0,34.99,45.85,6.16,40.61,18.08,204.8
2024-07-22,S1_1,zone_1,10.18,22.67,65.67,6.04,38.53,29.19,186.98
2024-07-23,S1_1,zone_1,10.0,21.91,49.63,5.95,39.09,21.56,180.58
2024-07-24,S1_1,zone_1,10.0,24.1,40.84,6.01,38.17,21.05,206.44
2024-07-25,S1_1,zone_1,10.0,34.67,61.86,6.08,39.34,23.13,195.08
2024-07-26,S1_1,zone_1,10.0,24.9,68.04,5.86,40.91,20.55,173.2
2024-07-27,S1_1,zone_1,10.0,23.69,50.43,6.04,42.2,23.31,206.13
2024-07-28,S1_1,zone_1,10.0,29.14,46.97,5.68,43.63,21.11,239.04
2024-07-29,S1_1,zone_1,10.0,36.3,37.52,6.15,43.93,18.71,171.95
2024-07-30,S1_1,zone_1,10.0,23.79,51.81,6.0,44.46,18.64,164.37
2024-07-31,S1_1,zone_1,10.0,24.84,67.45,5.92,44.06,24.88,186.57
2024-08-01,S1_1,zone_1,10.0,36.29,51.87,5.98,42.76,26.64,212.52
2024-08-02,S1_1,zone_1,10.0,31.92,44.39,5.76,43.73,26.23,170.23
2024-08-03,S1_1,zone_1,10.31,21.56,50.38,6.0,42.54,21.45,176.23
2024-08-04,S1_1,zone_1,10.0,28.77,38.62,6.04,41.23,22.72,170.24
2024-08-05,S1_1,zone_1,10.0,25.38,56.67,5.77,41.94,21.39,169.4
2024-08-06,S1_1,zone_1,10.0,29.36,53.92,5.99,41.22,31.45,159.08
2024-08-07,S1_1,zone_1,10.0,21.67,59.32,6.18,44.17,20.76,156.67
2024-08-08,S1_1,zone_1,10.0,26.32,50.8,5.99,45.5,19.91,147.96
2024-08-09,S1_1,zone_1,10.0,28.99,68.39,6.0,47.46,24.05,201.38
2024-08-10,S1_1,zone_1,10.0,27.24,72.92,5.83,49.39,25.71,223.61
2024-08-11,S1_1,zone_1,10.0,34.48,48.65,6.16,49.99,17.29,142.55
2024-08-12,S1_1,zone_1,10.0,27.59,51.13,6.18,50.0,25.37,187.81
2024-08-13,S1_1,zone_1,10.0,21.38,58.4,5.91,49.43,13.45,195.51
2024-08-14,S1_1,zone_1,10.0,24.03,55.89,5.95,47.66,22.91,172.46
2024-08-15,S1_1,zone_1,10.39,23.41,51.39,5.86,46.29,20.69,184.14
2024-08-16,S1_1,zone_1,10.0,33.76,53.04,5.96,48.15,23.81,203.49
2024-08-17,S1_1,zone_1,10.0,29.86,58.02,6.01,47.5,23.84,217.23
2024-08-18,S1_1,zone_1,10.0,23.63,40.69,6.29,48.83,25.16,195.89
2024-08-19,S1_1,zone_1,10.0,34.38,49.71,5.91,50.0,19.5,163.05
2024-08-20,S1_1,zone_1,10.0,35.09,64.77,6.03,49.28,14.59,162.75
2024-08-21,S1_1,zone_1,10.0,24.31,53.46,5.76,50.0,21.57,170.73
2024-08-22,S1_1,zone_1,10.0,25.39,60.27,6.05,47.35,19.39,178.24
2024-08-23,S1_1,zone_1,10.0,30.22,56.67,5.86,49.04,26.2,175.26
2024-08-24,S1_1,zone_1,10.0,32.66,67.65,5.93,47.04,26.18,189.24
2024-08-25,S1_1,zone_1,10.0,29.54,60.16,5.9,47.4,21.37,171.96
2024-08-26,S1_1,zone_1,10.0,31.55,55.14,6.03,46.79,25.37,205.59
2024-08-27,S1_1,zone_1,10.0,34.49,58.91,5.74,45.81,27.43,187.46
2024-08-28,S1_1,zone_1,10.0,37.77,59.79,5.83,44.48,19.54,209.49
2024-08-29,S1_1,zone_1,10.0,31.39,53.99,5.76,44.12,15.67,172.74
2024-08-30,S1_1,zone_1,10.0,21.39,58.94,6.07,45.79,19.72,227.31
2024-08-31,S1_1,zone_1,10.0,31.41,30.67,5.86,44.88,22.01,175.71
2024-09-01,S1_1,zone_1,10.0,17.79,77.06,6.15,43.95,21.06,157.0
2024-09-02,S1_1,zone_1,10.15,19.51,66.25,5.7,42.22,24.22,188.26
2024-09-03,S1_1,zone_1,11.62,18.72,66.71,6.08,43.82,19.6,192.04
2024-09-04,S1_1,zone_1,12.64,19.35,64.78,5.85,43.44,27.44,129.4
2024-09-05,S1_1,zone_1,10.0,22.33,53.62,6.01,43.15,18.23,186.29
2024-09-06,S1_1,zone_1,10.0,28.25,59.68,5.98,42.68,21.83,152.01
2024-09-07,S1_1,zone_1,10.0,23.05,57.88,5.9,41.3,22.81,188.19
2024-09-08,S1_1,zone_1,10.0,21.06,60.42,6.08,41.66,23.86,188.34
2024-09-09,S1_1,zone_1,12.52,12.66,60.84,5.9,41.09,18.83,153.97
2024-09-10,S1_1,zone_1,10.0,20.49,52.66,6.18,42.18,23.76,170.34
2024-09-11,S1_1,zone_1,10.0,28.0,58.39,5.91,42.82,23.28,149.0
2024-09-12,S1_1,zone_1,10.0,20.54,63.08,6.06,43.71,22.03,145.41
2024-09-13,S1_1,zone_1,10.29,24.72,68.99,5.83,43.32,24.19,180.73
2024-09-14,S1_1,zone_1,10.0,28.18,54.97,6.08,43.11,25.38,206.35
2024-09-15,S1_1,zone_1,10.0,23.26,52.65,5.88,42.66,21.62,200.13
2024-09-16,S1_1,zone_1,10.0,18.22,61.32,5.65,43.69,15.68,210.0
2024-09-17,S1_1,zone_1,10.0,25.27,49.15,5.86,44.39,25.31,191.16
2024-09-18,S1_1,zone_1,10.0,27.3,57.28,5.65,44.7,17.45,188.82
2024-09-19,S1_1,zone_1,10.0,17.47,47.05,5.93,44.36,29.17,184.77
2024-09-20,S1_1,zone_1,10.0,23.91,62.62,6.06,45.21,22.0,200.27
2024-09-21,S1_1,zone_1,10.0,27.23,60.77,5.69,45.56,24.99,201.13
2024-09-22,S1_1,zone_1,10.0,23.36,80.9,6.21,43.43,25.47,187.87
2024-09-23,S1_1,zone_1,11.39,20.46,65.52,5.78,44.53,26.77,188.92
2024-09-24,S1_1,zone_1,10.0,19.96,71.97,5.74,45.24,15.45,168.35
2024-09-25,S1_1,zone_1,10.0,17.53,55.88,5.84,44.42,21.12,149.32
2024-09-26,S1_1,zone_1,10.0,29.56,58.92,6.07,43.17,16.7,193.77
2024-09-27,S1_1,zone_1,10.0,18.63,44.29,6.05,41.06,24.41,169.23
