date,zone_id,water_applied,fertilizer_N_applied,fertilizer_P_applied,fertilizer_K_applied
2025-01-04,zone_3,22.48,0.0,0.0,0.0
2025-01-18,zone_3,22.74,0.0,0.0,0.0
2025-02-01,zone_3,15.77,0.0,0.0,0.0
2025-02-15,zone_3,15.21,0.0,0.0,0.0
2025-02-17,zone_3,0.0,8.7,3.13,8.26
2025-03-01,zone_3,24.87,0.0,0.0,0.0
2025-03-15,zone_3,21.96,0.0,0.0,0.0
2025-03-29,zone_3,24.61,0.0,0.0,0.0
2025-04-12,zone_3,22.81,0.0,0.0,0.0
2025-04-26,zone_3,16.53,0.0,0.0,0.0
2025-05-10,zone_3,17.71,0.0,0.0,0.0
2025-05-18,zone_3,0.0,5.59,5.1,9.64
2025-05-24,zone_3,18.02,0.0,0.0,0.0
2025-06-07,zone_3,15.28,0.0,0.0,0.0
2025-06-21,zone_3,23.75,0.0,0.0,0.0
2025-07-05,zone_3,15.03,0.0,0.0,0.0
2025-07-19,zone_3,17.38,0.0,0.0,0.0
2025-08-02,zone_3,17.93,0.0,0.0,0.0
2025-08-16,zone_3,19.24,0.0,0.0,0.0
2025-08-16,zone_3,0.0,5.12,3.31,9.16
2025-08-30,zone_3,19.66,0.0,0.0,0.0
2025-09-13,zone_3,24.68,0.0,0.0,0.0
2025-09-27,zone_3,21.19,0.0,0.0,0.0
2025-10-11,zone_3,18.3,0.0,0.0,0.0
2025-10-25,zone_3,18.47,0.0,0.0,0.0
2025-11-08,zone_3,20.76,0.0,0.0,0.0
2025-11-14,zone_3,0.0,9.27,5.87,10.96
2025-11-22,zone_3,23.99,0.0,0.0,0.0
2023-11-25,zone_4,17.08,0.0,0.0,0.0
2023-11-25,zone_4,0.0,7.16,3.93,8.32
2023-12-09,zone_4,20.11,0.0,0.0,0.0
2023-12-23,zone_4,20.86,0.0,0.0,0.0
2024-01-06,zone_4,19.36,0.0,0.0,0.0
2024-01-20,zone_4,15.63,0.0,0.0,0.0
2024-02-03,zone_4,24.4,0.0,0.0,0.0
2024-02-17,zone_4,19.95,0.0,0.0,0.0
2024-02-23,zone_4,0.0,7.85,5.04,11.63
2024-03-02,zone_4,21.66,0.0,0.0,0.0
2024-03-16,zone_4,23.12,0.0,0.0,0.0
2024-03-30,zone_4,22.87,0.0,0.0,0.0
2024-04-13,zone_4,15.6,0.0,0.0,0.0
2024-04-27,zone_4,21.8,0.0,0.0,0.0
2024-05-11,zone_4,21.84,0.0,0.0,0.0
2024-05-23,zone_4,0.0,6.22,3.9,11.01
2024-05-25,zone_4,16.07,0.0,0.0,0.0
2024-06-08,zone_4,22.32,0.0,0.0,0.0
2024-06-22,zone_4,20.26,0.0,0.0,0.0
2024-07-06,zone_4,22.51,0.0,0.0,0.0
2024-07-20,zone_4,16.35,0.0,0.0,0.0
2024-08-03,zone_4,24.06,0.0,0.0,0.0
2024-08-17,zone_4,21.21,0.0,0.0,0.0
2024-08-21,zone_4,0.0,5.85,5.41,11.3
2024-08-31,zone_4,15.75,0.0,0.0,0.0
2024-09-14,zone_4,22.06,0.0,0.0,0.0
2024-09-28,zone_4,16.52,0.0,0.0,0.0
2024-10-12,zone_4,15.72,0.0,0.0,0.0
2024-10-26,zone_4,21.02,0.0,0.0,0.0
2024-11-09,zone_4,15.82,0.0,0.0,0.0
2024-11-19,zone_4,0.0,7.17,5.67,11.92
2024-11-23,zone_4,24.77,0.0,0.0,0.0
2024-12-07,zone_4,24.52,0.0,0.0,0.0
2024-12-21,zone_4,17.08,0.0,0.0,0.0
2025-01-04,zone_4,17.6,0.0,0.0,0.0
2025-01-18,zone_4,17.42,0.0,0.0,0.0
2025-02-01,zone_4,16.26,0.0,0.0,0.0
2025-02-15,zone_4,23.75,0.0,0.0,0.0
2025-02-17,zone_4,0.0,8.3,3.18,11.58
2025-03-01,zone_4,22.78,0.0,0.0,0.0
2025-03-15,zone_4,16.37,0.0,0.0,0.0
2025-03-29,zone_4,22.4,0.0,0.0,0.0
2025-04-12,zone_4,23.0,0.0,0.0,0.0
2025-04-26,zone_4,24.14,0.0,0.0,0.0
2025-05-10,zone_4,24.64,0.0,0.0,0.0
2025-05-18,zone_4,0.0,7.07,4.36,9.59
2025-05-24,zone_4,21.97,0.0,0.0,0.0
2025-06-07,zone_4,24.7,0.0,0.0,0.0
2025-06-21,zone_4,18.85,0.0,0.0,0.0
2025-07-05,zone_4,18.71,0.0,0.0,0.0
2025-07-19,zone_4,15.9,0.0,0.0,0.0
2025-08-02,zone_4,15.43,0.0,0.0,0.0
2025-08-16,zone_4,22.0,0.0,0.0,0.0
2025-08-16,zone_4,0.0,6.18,5.41,8.56
2025-08-30,zone_4,19.81,0.0,0.0,0.0
2025-09-13,zone_4,15.06,0.0,0.0,0.0
2025-09-27,zone_4,17.98,0.0,0.0,0.0
2025-10-11,zone_4,18.82,0.0,0.0,0.0
2025-10-25,zone_4,22.46,0.0,0.0,0.0
2025-11-08,zone_4,23.63,0.0,0.0,0.0
2025-11-14,zone_4,0.0,8.1,3.75,9.65
2025-11-22,zone_4,20.47,0.0,0.0,0.0
2023-11-25,zone_5,16.96,0.0,0.0,0.0
2023-11-25,zone_5,0.0,6.24,4.6,11.88
2023-12-09,zone_5,21.67,0.0,0.0,0.0
2023-12-23,zone_5,16.15,0.0,0.0,0.0
2024-01-06,zone_5,18.59,0.0,0.0,0.0
2024-01-20,zone_5,15.55,0.0,0.0,0.0
2024-02-03,zone_5,15.83,0.0,0.0,0.0
2024-02-17,zone_5,21.43,0.0,0.0,0.0
2024-02-23,zone_5,0.0,9.37,5.32,10.71
2024-03-02,zone_5,19.63,0.0,0.0,0.0
2024-03-16,zone_5,19.87,0.0,0.0,0.0
2024-03-30,zone_5,15.69,0.0,0.0,0.0
2024-04-13,zone_5,19.57,0.0,0.0,0.0
2024-04-27,zone_5,15.31,0.0,0.0,0.0
2024-05-11,zone_5,23.76,0.0,0.0,0.0
2024-05-23,zone_5,0.0,9.34,5.66,11.43
2024-05-25,zone_5,17.73,0.0,0.0,0.0
2024-06-08,zone_5,22.78,0.0,0.0,0.0
2024-06-22,zone_5,17.24,0.0,0.0,0.0
2024-07-06,zone_5,24.8,0.0,0.0,0.0
2024-07-20,zone_5,18.0,0.0,0.0,0.0
2024-08-03,zone_5,19.03,0.0,0.0,0.0
2024-08-17,zone_5,20.88,0.0,0.0,0.0
2024-08-21,zone_5,0.0,6.54,4.21,9.02
2024-08-31,zone_5,20.74,0.0,0.0,0.0
2024-09-14,zone_5,17.46,0.0,0.0,0.0
2024-09-28,zone_5,20.99,0.0,0.0,0.0
2024-10-12,zone_5,19.27,0.0,0.0,0.0
2024-10-26,zone_5,20.3,0.0,0.0,0.0
2024-11-09,zone_5,20.66,0.0,0.0,0.0
2024-11-19,zone_5,0.0,8.68,4.13,11.15
2024-11-23,zone_5,17.6,0.0,0.0,0.0
2024-12-07,zone_5,17.65,0.0,0.0,0.0
2024-12-21,zone_5,16.51,0.0,0.0,0.0
2025-01-04,zone_5,23.71,0.0,0.0,0.0
2025-01-18,zone_5,15.57,0.0,0.0,0.0
2025-02-01,zone_5,23.12,0.0,0.0,0.0
2025-02-15,zone_5,18.96,0.0,0.0,0.0
2025-02-17,zone_5,0.0,6.52,3.79,10.73
2025-03-01,zone_5,24.52,0.0,0.0,0.0
2025-03-15,zone_5,17.88,0.0,0.0,0.0
2025-03-29,zone_5,19.99,0.0,0.0,0.0
2025-04-12,zone_5,15.31,0.0,0.0,0.0
2025-04-26,zone_5,16.37,0.0,0.0,0.0
2025-05-10,zone_5,24.42,0.0,0.0,0.0
2025-05-18,zone_5,0.0,5.62,4.51,11.21
2025-05-24,zone_5,17.17,0.0,0.0,0.0
2025-06-07,zone_5,24.88,0.0,0.0,0.0
2025-06-21,zone_5,16.53,0.0,0.0,0.0
2025-07-05,zone_5,16.81,0.0,0.0,0.0
2025-07-19,zone_5,19.15,0.0,0.0,0.0
2025-08-02,zone_5,17.64,0.0,0.0,0.0
2025-08-16,zone_5,19.78,0.0,0.0,0.0
2025-08-16,zone_5,0.0,6.07,5.99,11.85
2025-08-30,zone_5,19.06,0.0,0.0,0.0
2025-09-13,zone_5,24.6,0.0,0.0,0.0
2025-09-27,zone_5,19.19,0.0,0.0,0.0
2025-10-11,zone_5,22.5,0.0,0.0,0.0
2025-10-25,zone_5,17.3,0.0,0.0,0.0
2025-11-08,zone_5,18.89,0.0,0.0,0.0
2025-11-14,zone_5,0.0,5.86,5.13,10.2
2025-11-22,zone_5,15.24,0.0,0.0,0.0
2023-11-25,zone_6,22.58,0.0,0.0,0.0
2023-11-25,zone_6,0.0,9.87,3.5,8.97
2023-12-09,zone_6,20.65,0.0,0.0,0.0
2023-12-23,zone_6,18.36,0.0,0.0,0.0
2024-01-06,zone_6,22.76,0.0,0.0,0.0
2024-01-20,zone_6,20.73,0.0,0.0,0.0
2024-02-03,zone_6,15.14,0.0,0.0,0.0
2024-02-17,zone_6,22.95,0.0,0.0,0.0
2024-02-23,zone_6,0.0,7.44,5.08,10.12
2024-03-02,zone_6,17.74,0.0,0.0,0.0
2024-03-16,zone_6,18.7,0.0,0.0,0.0
2024-03-30,zone_6,22.12,0.0,0.0,0.0
2024-04-13,zone_6,23.92,0.0,0.0,0.0
2024-04-27,zone_6,17.96,0.0,0.0,0.0
2024-05-11,zone_6,23.52,0.0,0.0,0.0
2024-05-23,zone_6,0.0,8.13,3.33,9.37
2024-05-25,zone_6,24.62,0.0,0.0,0.0
2024-06-08,zone_6,22.41,0.0,0.0,0.0
2024-06-22,zone_6,19.34,0.0,0.0,0.0
2024-07-06,zone_6,21.52,0.0,0.0,0.0
2024-07-20,zone_6,22.56,0.0,0.0,0.0
2024-08-03,zone_6,15.58,0.0,0.0,0.0
2024-08-17,zone_6,22.63,0.0,0.0,0.0
2024-08-21,zone_6,0.0,8.81,5.86,10.4
2024-08-31,zone_6,18.97,0.0,0.0,0.0
2024-09-14,zone_6,23.01,0.0,0.0,0.0
2024-09-28,zone_6,20.52,0.0,0.0,0.0
2024-10-12,zone_6,19.48,0.0,0.0,0.0
2024-10-26,zone_6,24.21,0.0,0.0,0.0
2024-11-09,zone_6,23.31,0.0,0.0,0.0
2024-11-19,zone_6,0.0,7.14,3.04,10.57
2024-11-23,zone_6,20.21,0.0,0.0,0.0
2024-12-07,zone_6,18.28,0.0,0.0,0.0
2024-12-21,zone_6,16.1,0.0,0.0,0.0
2025-01-04,zone_6,24.13,0.0,0.0,0.0
2025-01-18,zone_6,24.16,0.0,0.0,0.0
2025-02-01,zone_6,19.13,0.0,0.0,0.0
2025-02-15,zone_6,23.08,0.0,0.0,0.0
2025-02-17,zone_6,0.0,7.83,3.19,11.34
2025-03-01,zone_6,18.07,0.0,0.0,0.0
2025-03-15,zone_6,15.91,0.0,0.0,0.0
2025-03-29,zone_6,23.67,0.0,0.0,0.0
2025-04-12,zone_6,16.99,0.0,0.0,0.0
2025-04-26,zone_6,23.69,0.0,0.0,0.0
2025-05-10,zone_6,17.53,0.0,0.0,0.0
2025-05-18,zone_6,0.0,9.95,4.31,10.43
2025-05-24,zone_6,15.22,0.0,0.0,0.0
2025-06-07,zone_6,22.35,0.0,0.0,0.0
2025-06-21,zone_6,18.57,0.0,0.0,0.0
2025-07-05,zone_6,21.69,0.0,0.0,0.0
2025-07-19,zone_6,16.07,0.0,0.0,0.0
2025-08-02,zone_6,24.48,0.0,0.0,0.0
2025-08-16,zone_6,20.57,0.0,0.0,0.0
2025-08-16,zone_6,0.0,5.15,3.29,8.73
2025-08-30,zone_6,17.26,0.0,0.0,0.0
2025-09-13,zone_6,20.27,0.0,0.0,0.0
2025-09-27,zone_6,18.19,0.0,0.0,0.0
2025-10-11,zone_6,15.73,0.0,0.0,0.0
2025-10-25,zone_6,15.95,0.0,0.0,0.0
2025-11-08,zone_6,16.57,0.0,0.0,0.0
2025-11-14,zone_6,0.0,6.0,5.66,11.31
2025-11-22,zone_6,24.6,0.0,0.0,0.0
2023-11-25,zone_7,22.46,0.0,0.0,0.0
2023-11-25,zone_7,0.0,5.98,3.85,9.7
2023-12-09,zone_7,18.58,0.0,0.0,0.0
2023-12-23,zone_7,20.13,0.0,0.0,0.0
2024-01-06,zone_7,24.38,0.0,0.0,0.0
2024-01-20,zone_7,19.03,0.0,0.0,0.0
2024-02-03,zone_7,20.96,0.0,0.0,0.0
2024-02-17,zone_7,16.22,0.0,0.0,0.0
2024-02-23,zone_7,0.0,7.84,5.03,8.6
2024-03-02,zone_7,20.58,0.0,0.0,0.0
2024-03-16,zone_7,20.09,0.0,0.0,0.0
2024-03-30,zone_7,16.84,0.0,0.0,0.0
2024-04-13,zone_7,20.09,0.0,0.0,0.0
2024-04-27,zone_7,17.54,0.0,0.0,0.0
2024-05-11,zone_7,21.29,0.0,0.0,0.0
2024-05-23,zone_7,0.0,7.59,3.74,8.64
2024-05-25,zone_7,15.01,0.0,0.0,0.0
2024-06-08,zone_7,23.11,0.0,0.0,0.0
2024-06-22,zone_7,20.05,0.0,0.0,0.0
2024-07-06,zone_7,20.97,0.0,0.0,0.0
2024-07-20,zone_7,24.08,0.0,0.0,0.0
2024-08-03,zone_7,23.2,0.0,0.0,0.0
2024-08-17,zone_7,17.98,0.0,0.0,0.0
2024-08-21,zone_7,0.0,9.77,4.89,9.58
2024-08-31,zone_7,23.97,0.0,0.0,0.0
2024-09-14,zone_7,21.14,0.0,0.0,0.0
2024-09-28,zone_7,24.6,0.0,0.0,0.0
2024-10-12,zone_7,17.21,0.0,0.0,0.0
2024-10-26,zone_7,19.54,0.0,0.0,0.0
2024-11-09,zone_7,19.24,0.0,0.0,0.0
2024-11-19,zone_7,0.0,9.39,3.68,10.19
2024-11-23,zone_7,19.39,0.0,0.0,0.0
2024-12-07,zone_7,21.76,0.0,0.0,0.0
2024-12-21,zone_7,24.79,0.0,0.0,0.0
2025-01-04,zone_7,20.74,0.0,0.0,0.0
2025-01-18,zone_7,16.87,0.0,0.0,0.0
2025-02-01,zone_7,21.98,0.0,0.0,0.0
2025-02-15,zone_7,24.19,0.0,0.0,0.0
2025-02-17,zone_7,0.0,6.31,5.25,8.33
2025-03-01,zone_7,24.65,0.0,0.0,0.0
2025-03-15,zone_7,21.57,0.0,0.0,0.0
2025-03-29,zone_7,21.4,0.0,0.0,0.0
2025-04-12,zone_7,16.99,0.0,0.0,0.0
2025-04-26,zone_7,24.25,0.0,0.0,0.0
2025-05-10,zone_7,15.25,0.0,0.0,0.0
2025-05-18,zone_7,0.0,6.98,3.54,9.69
2025-05-24,zone_7,22.55,0.0,0.0,0.0
2025-06-07,zone_7,22.5,0.0,0.0,0.0
2025-06-21,zone_7,16.39,0.0,0.0,0.0
2025-07-05,zone_7,21.35,0.0,0.0,0.0
2025-07-19,zone_7,19.76,0.0,0.0,0.0
2025-08-02,zone_7,17.19,0.0,0.0,0.0
2025-08-16,zone_7,20.23,0.0,0.0,0.0
2025-08-16,zone_7,0.0,7.33,5.02,9.06
2025-08-30,zone_7,15.63,0.0,0.0,0.0
2025-09-13,zone_7,21.8,0.0,0.0,0.0
2025-09-27,zone_7,24.72,0.0,0.0,0.0
2025-10-11,zone_7,17.13,0.0,0.0,0.0
2025-10-25,zone_7,22.07,0.0,0.0,0.0
2025-11-08,zone_7,18.77,0.0,0.0,0.0
2025-11-14,zone_7,0.0,5.92,5.0,11.71
2025-11-22,zone_7,24.14,0.0,0.0,0.0
